total_price_excluding_optional_support,max_unit_price,avg_unit_price,min_unit_price,students_reached,posted_month,posted_dayofweek,total_quantity,primary_focus_subject,unique_items,primary_focus_area,school_metro,grade_level,resource_type,poverty_level,school_charter_t,school_magnet_t,label
516.0,79.95,52.64375,29.95,26,9,3,8.0,Civics & Government,8,History & Civics,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
386.17,314.95,314.95,314.95,20,3,5,1.0,Early Development,1,Health & Sports,rural,Grades PreK-2,Other,moderate poverty,False,False,0
447.99,399.99,399.99,399.99,26,3,5,1.0,Literature & Writing,1,Literacy & Language,rural,Grades PreK-2,Technology,moderate poverty,False,False,1
153.83,4.88,4.88,4.88,25,7,3,25.0,Literacy,1,Literacy & Language,suburban,Grades 6-8,Other,moderate poverty,False,False,1
432.21,43.61,23.625,3.64,54,5,4,32.0,Literature & Writing,2,Literacy & Language,suburban,Grades 6-8,Other,highest poverty,False,False,1
873.42,24.99,24.99,24.99,150,9,6,30.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,True,False,0
323.0,8.09,8.09,8.09,33,5,6,33.0,Literacy,1,Literacy & Language,rural,Grades 6-8,Other,highest poverty,False,False,1
908.97,233.7,53.48666667,4.09,100,8,0,8.0,Health & Life Science,6,Math & Science,urban,Grades 6-8,Technology,highest poverty,True,False,0
161.99,30.58,13.62142857,4.29,12,8,6,11.0,Special Needs,7,Special Needs,urban,Grades 6-8,Supplies,highest poverty,False,False,1
491.0,95.04,49.905,4.77,75,3,2,46.0,Literacy,2,Literacy & Language,suburban,Grades 6-8,Other,highest poverty,False,False,1
506.04,469.0,469.0,469.0,30,6,5,1.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
467.0,380.0,380.0,380.0,29,4,4,1.0,Literacy,1,Literacy & Language,rural,Grades PreK-2,Technology,highest poverty,False,False,0
469.33,197.01,197.01,197.01,150,10,6,2.0,Mathematics,1,Math & Science,urban,Grades 9-12,Technology,highest poverty,False,True,1
563.6,472.0,472.0,472.0,130,1,2,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 9-12,Technology,highest poverty,False,False,1
442.82,129.99,129.99,129.99,60,3,4,3.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,True,False,1
242.46,4.88,3.94,3.0,25,8,1,50.0,Character Education,2,Math & Science,urban,Grades 6-8,Other,highest poverty,True,False,1
141.0,49.95,34.95,24.95,22,8,3,3.0,Literacy,3,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
881.0,729.52,729.52,729.52,30,4,0,1.0,Literacy,1,Literacy & Language,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
488.58,219.99,219.99,219.99,900,9,6,2.0,Special Needs,1,Special Needs,suburban,Grades 6-8,Technology,moderate poverty,False,False,1
586.0,19.12,12.00425,3.55,35,2,0,40.0,Literacy,39,Literacy & Language,suburban,Grades PreK-2,Other,moderate poverty,False,False,1
636.32,56.5,13.89428571,3.99,60,1,3,42.0,Literacy,42,Literacy & Language,urban,Grades 9-12,Other,highest poverty,False,False,1
743.47,179.0,69.8,36.5,20,11,4,10.0,Literacy,10,Literacy & Language,suburban,Grades PreK-2,Technology,moderate poverty,False,False,0
381.0,194.48,64.3625,12.99,10,4,1,6.0,Community Service,4,Health & Sports,rural,Grades 9-12,Technology,highest poverty,False,False,1
331.0,264.99,264.99,264.99,34,11,4,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,1
625.99,170.75,90.37,9.99,75,10,4,41.0,College & Career Prep,2,Health & Sports,urban,Grades 9-12,Technology,highest poverty,False,True,1
452.99,399.99,399.99,399.99,300,4,1,1.0,Health & Wellness,1,Health & Sports,urban,Grades 9-12,Technology,highest poverty,False,False,0
166.81,40.99,40.99,40.99,30,9,0,3.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,0
347.47,67.6,21.98928571,7.52,125,7,1,14.0,Foreign Languages,14,Literacy & Language,rural,Grades 9-12,Other,highest poverty,True,False,1
1261.33,599.0,54.92764706,3.95,350,5,1,61.0,Music,13,Music & The Arts,urban,Grades 6-8,Supplies,highest poverty,False,False,1
4191.42,4095.0,4095.0,4095.0,25,5,3,1.0,Literature & Writing,1,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,1
953.0,3.59,3.59,3.59,220,12,1,220.0,History & Geography,1,History & Civics,urban,Grades 9-12,Supplies,low poverty,False,False,1
416.3,113.99,113.99,113.99,50,4,1,3.0,Mathematics,1,Math & Science,suburban,Grades PreK-2,Technology,highest poverty,False,False,1
254.08,66.99,66.99,66.99,30,2,6,3.0,Special Needs,1,Special Needs,urban,Grades 6-8,Other,highest poverty,True,False,0
465.0,128.96,94.56,42.96,25,4,0,4.0,Other,4,Health & Sports,suburban,Grades PreK-2,Other,moderate poverty,False,False,0
615.38,525.0,525.0,525.0,500,10,6,1.0,Visual Arts,1,Music & The Arts,suburban,Grades 6-8,Supplies,highest poverty,False,False,0
595.72,4.49,4.49,4.49,113,8,4,113.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
317.68,179.0,139.25,99.5,33,3,5,2.0,Mathematics,2,Math & Science,urban,Grades 6-8,Other,highest poverty,False,False,0
547.49,499.99,499.99,499.99,125,10,2,1.0,Social Sciences,1,History & Civics,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
169.39,28.5,20.78,11.01,60,8,6,6.0,Mathematics,5,Math & Science,rural,Grades 6-8,Other,highest poverty,False,False,1
239.21,65.0,44.32666667,17.99,25,2,6,4.0,Literacy,3,Literacy & Language,rural,Grades PreK-2,Technology,moderate poverty,False,False,1
196.0,35.69,17.89,6.09,17,4,3,10.0,Special Needs,6,Special Needs,urban,Grades 6-8,Supplies,highest poverty,False,False,1
435.01,8.54,6.344375,5.12,100,8,4,62.0,Literature & Writing,16,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
2450.7,0.0,0.0,0.0,145,4,5,0.0,Character Education,0,Health & Sports,urban,Grades 6-8,Trips,highest poverty,False,False,1
278.76,119.0,62.735,12.99,6,2,6,4.0,Special Needs,4,Special Needs,suburban,Grades 9-12,Supplies,moderate poverty,False,False,1
296.7,4.35,4.165,3.98,30,8,3,60.0,Literacy,2,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
575.08,430.88,240.88,50.88,17,2,6,2.0,Literacy,2,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
417.5,42.1,11.08382353,4.43,165,10,4,34.0,Literacy,32,Literacy & Language,urban,Grades 9-12,Other,highest poverty,True,False,0
728.0,299.99,299.99,299.99,80,4,2,2.0,History & Geography,1,History & Civics,rural,Grades 6-8,Technology,highest poverty,False,False,0
698.0,111.76,24.99304348,8.99,16,3,0,23.0,Literacy,23,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,False,False,0
288.07,95.0,38.115,4.95,23,6,4,9.0,Literature & Writing,6,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,True,False,1
303.0,241.2,241.2,241.2,200,3,6,1.0,Health & Life Science,1,Math & Science,urban,Grades 6-8,Supplies,highest poverty,False,False,1
564.48,91.15,38.10615385,14.95,104,10,1,13.0,Literacy,13,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,True,False,0
388.28,199.0,117.6633333,24.99,22,3,5,3.0,Mathematics,3,Math & Science,suburban,Grades PreK-2,Supplies,moderate poverty,False,False,0
549.48,499.98,499.98,499.98,17,12,4,1.0,Literature & Writing,1,Literacy & Language,rural,Grades 6-8,Technology,moderate poverty,False,False,1
249.99,199.99,199.99,199.99,999,12,3,1.0,Literature & Writing,1,Literacy & Language,suburban,Grades 6-8,Technology,moderate poverty,False,False,1
266.78,77.17,23.29375,10.75,75,5,0,9.0,Character Education,7,Math & Science,suburban,Grades 9-12,Supplies,highest poverty,False,False,1
342.62,199.0,154.0,109.0,25,8,2,2.0,Literacy,2,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,True,False,1
833.74,144.17,144.17,144.17,900,8,5,5.0,Visual Arts,1,Music & The Arts,urban,Grades 6-8,Supplies,highest poverty,False,False,0
376.0,39.95,27.51181818,9.99,30,10,3,11.0,Literacy,11,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
650.99,599.99,599.99,599.99,24,9,5,1.0,Early Development,1,Health & Sports,urban,Grades PreK-2,Technology,highest poverty,True,False,1
425.0,200.64,172.315,143.99,90,11,3,2.0,Literacy,2,Literacy & Language,urban,Grades 9-12,Technology,highest poverty,False,False,0
358.0,7.19,7.19,7.19,50,2,3,40.0,Literature & Writing,1,Literacy & Language,rural,Grades 9-12,Supplies,highest poverty,False,False,1
500.91,452.13,452.13,452.13,25,2,6,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,1
1532.12,0.0,0.0,0.0,140,4,3,0.0,Character Education,0,Health & Sports,urban,Grades 6-8,Trips,highest poverty,False,False,1
325.09,259.99,259.99,259.99,25,2,6,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,0
208.0,135.7,32.298,5.12,38,11,3,5.0,Literacy,5,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,1
6188.21,0.0,0.0,0.0,10,11,1,0.0,Character Education,0,Health & Sports,urban,Grades 9-12,Trips,highest poverty,False,True,1
532.85,474.24,241.8,9.36,28,10,4,2.0,Mathematics,2,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,0
262.44,229.0,229.0,229.0,26,10,6,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,True,False,1
152.0,16.3,16.3,16.3,21,6,5,7.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
355.0,99.5,51.39,28.5,100,4,0,6.0,Foreign Languages,5,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,True,False,1
261.97,208.05,208.05,208.05,9,10,6,1.0,Special Needs,1,Special Needs,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
432.37,178.19,178.19,178.19,23,12,4,2.0,Performing Arts,2,Music & The Arts,suburban,Grades PreK-2,Technology,highest poverty,False,False,0
638.85,39.99,39.99,39.99,300,2,3,15.0,Foreign Languages,1,Literacy & Language,urban,Grades 9-12,Supplies,highest poverty,False,False,1
334.0,267.52,267.52,267.52,25,4,0,1.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,1
136.53,29.99,26.24,24.99,30,8,6,4.0,Literacy,4,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
452.0,25.6,12.55090909,0.76,250,4,1,54.0,History & Geography,11,History & Civics,rural,Grades 6-8,Supplies,highest poverty,False,False,1
465.0,269.99,188.99,107.99,150,12,4,2.0,Literacy,2,Literacy & Language,urban,Grades 9-12,Technology,highest poverty,False,False,1
841.6,169.96,31.38142857,1.99,27,8,5,38.0,Literature & Writing,14,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
185.3,5.1,5.1,5.1,18,9,5,30.0,Civics & Government,1,History & Civics,suburban,Grades 6-8,Other,moderate poverty,False,False,1
517.0,436.77,436.77,436.77,76,10,0,1.0,History & Geography,1,History & Civics,urban,Grades 6-8,Supplies,highest poverty,True,False,0
728.0,599.98,599.98,599.98,150,7,6,1.0,Literacy,1,Literacy & Language,rural,Grades 6-8,Technology,highest poverty,False,False,0
544.0,79.5,44.48,9.95,30,10,0,10.0,Mathematics,10,Math & Science,urban,Grades PreK-2,Other,highest poverty,False,False,1
430.0,7.19,5.533333333,3.59,50,12,6,63.0,Literacy,9,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,True,1
479.47,149.0,109.475,49.95,30,3,0,4.0,Literacy,4,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,0
533.69,169.0,69.20285714,11.45,6,10,5,7.0,Special Needs,7,Special Needs,suburban,Grades 6-8,Technology,highest poverty,False,False,1
319.13,257.0,257.0,257.0,50,11,1,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Supplies,highest poverty,True,False,1
480.0,89.94,21.57166667,8.68,24,4,4,21.0,Literacy,12,Literacy & Language,suburban,Grades PreK-2,Other,moderate poverty,False,False,0
253.99,6.95,6.95,6.95,110,7,3,30.0,Music,1,Music & The Arts,suburban,Grades 6-8,Other,highest poverty,False,False,1
334.0,40.5,23.085,5.67,60,12,5,41.0,Literacy,2,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,1
430.98,11.69,4.647647059,2.56,32,6,6,85.0,Literature & Writing,17,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
541.73,379.0,168.0566667,51.1,45,10,5,3.0,Literacy,3,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,1
228.21,14.61,7.614,5.12,9,8,1,25.0,Literacy,25,Literacy & Language,urban,Grades 9-12,Other,highest poverty,False,True,1
626.05,199.0,143.5,125.0,19,2,6,4.0,Literacy,4,Literacy & Language,rural,Grades PreK-2,Other,highest poverty,False,False,1
160.61,4.95,4.95,4.95,16,4,1,25.0,Special Needs,1,Special Needs,suburban,Grades PreK-2,Other,highest poverty,False,False,1
455.88,49.99,39.99,29.99,200,11,3,12.0,Special Needs,2,Special Needs,urban,Grades 6-8,Technology,highest poverty,False,False,1
474.31,394.0,394.0,394.0,6,8,1,1.0,Literacy,1,Literacy & Language,rural,Grades 9-12,Technology,highest poverty,False,False,0
420.84,129.99,42.44222222,12.95,20,10,5,9.0,Special Needs,9,Special Needs,suburban,Grades PreK-2,Other,low poverty,False,False,1
589.0,10.25,7.331,5.12,100,9,6,72.0,Literacy,10,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
468.0,24.75,17.1275,13.71,30,4,4,26.0,Character Education,4,Health & Sports,suburban,Grades 6-8,Other,highest poverty,False,False,0
393.22,149.0,109.0,79.0,120,11,2,3.0,Mathematics,3,Math & Science,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
104.56,6.25,4.678947368,3.4,50,11,1,19.0,Literacy,19,Literacy & Language,rural,Grades PreK-2,Other,highest poverty,False,False,1
637.06,108.89,108.89,108.89,120,6,3,5.0,College & Career Prep,1,Health & Sports,urban,Grades 6-8,Technology,highest poverty,False,False,0
438.6,8.84,8.1,7.36,65,12,3,49.0,Literacy,2,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
128.32,29.45,20.31,5.95,30,2,3,5.0,Special Needs,5,Special Needs,urban,Grades PreK-2,Other,highest poverty,False,False,1
299.0,79.5,59.5,39.5,45,3,3,4.0,Literacy,4,Literacy & Language,suburban,Grades 6-8,Other,moderate poverty,False,False,1
402.61,334.99,334.99,334.99,45,1,3,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
230.97,99.0,99.0,99.0,21,12,4,2.0,Mathematics,1,Math & Science,urban,Grades PreK-2,Technology,highest poverty,False,False,1
454.49,69.95,32.71666667,3.84,15,12,5,13.0,Literacy,12,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,True,False,1
389.54,32.95,24.95,16.95,67,6,4,14.0,Literature & Writing,2,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
1670.99,1599.99,1599.99,1599.99,30,7,4,1.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,0
477.0,1.85,1.85,1.85,210,12,2,210.0,Other,1,Health & Sports,urban,Grades PreK-2,Other,highest poverty,False,False,0
826.28,707.8,707.8,707.8,12,8,2,1.0,Special Needs,1,Special Needs,urban,Grades 6-8,Supplies,highest poverty,False,False,1
352.77,159.0,159.0,159.0,90,8,2,2.0,Literacy,2,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
403.71,63.0,14.40111111,1.69,150,10,6,107.0,Visual Arts,9,Music & The Arts,urban,Grades 9-12,Supplies,highest poverty,False,True,1
549.0,449.0,449.0,449.0,1,11,4,1.0,Music,1,Music & The Arts,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
398.44,2.42,2.42,2.42,150,8,2,150.0,History & Geography,1,History & Civics,urban,Grades 9-12,Supplies,highest poverty,True,False,1
506.04,469.0,469.0,469.0,30,11,3,1.0,Literature & Writing,1,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
432.65,76.79,43.53,19.21,35,7,5,9.0,Literacy,9,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
300.0,4.77,4.77,4.77,50,4,6,50.0,Literacy,1,Literacy & Language,rural,Grades 6-8,Other,highest poverty,False,False,1
713.41,11.99,11.99,11.99,50,10,6,50.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,0
357.27,110.48,26.285,3.59,25,3,1,12.0,Environmental Science,12,Math & Science,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
535.13,449.0,449.0,449.0,75,8,4,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,True,False,0
535.28,485.99,485.99,485.99,24,9,1,1.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Technology,moderate poverty,False,False,0
205.8,49.95,23.42714286,4.29,30,9,1,8.0,Literature & Writing,7,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
546.47,4.99,4.99,4.99,150,5,3,100.0,Mathematics,1,Math & Science,urban,Grades 6-8,Supplies,highest poverty,False,False,0
183.87,89.99,65.415,40.84,20,12,5,2.0,Literature & Writing,2,Literacy & Language,suburban,Grades PreK-2,Technology,highest poverty,False,False,1
603.06,499.99,184.2566667,12.79,100,8,1,3.0,Literacy,3,Literacy & Language,rural,Grades 6-8,Technology,moderate poverty,False,False,0
483.82,399.99,217.645,35.3,19,9,6,2.0,Literacy,2,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,0
189.91,39.95,21.04428571,5.94,26,8,1,7.0,Health & Life Science,7,Math & Science,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
384.99,319.99,319.99,319.99,25,8,0,1.0,Character Education,1,Health & Sports,urban,Grades 6-8,Supplies,highest poverty,False,False,1
339.21,49.95,31.40142857,24.99,27,2,1,9.0,Literacy,7,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
180.73,99.0,74.25,49.5,75,12,3,2.0,Social Sciences,2,History & Civics,suburban,Grades 6-8,Technology,highest poverty,False,False,1
255.18,229.0,229.0,229.0,200,11,4,1.0,Literature & Writing,1,Literacy & Language,suburban,Grades 6-8,Technology,moderate poverty,False,False,1
294.74,249.0,249.0,249.0,20,8,1,1.0,Special Needs,1,Special Needs,urban,Grades 6-8,Technology,highest poverty,False,False,0
165.24,31.95,13.13666667,1.95,15,2,1,14.0,Literature & Writing,9,Literacy & Language,rural,Grades 6-8,Supplies,highest poverty,True,False,1
424.32,249.0,129.4966667,49.99,25,9,2,3.0,Literacy,3,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,True,False,1
333.36,8.54,6.444375,2.98,40,12,6,46.0,Literacy,11,Literacy & Language,suburban,Grades PreK-2,Other,highest poverty,False,False,1
339.54,139.0,60.994,24.99,20,12,6,5.0,Literacy,5,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
402.31,264.57,166.955,69.34,30,8,1,2.0,Literacy,2,Literacy & Language,suburban,Grades PreK-2,Other,highest poverty,False,True,1
144.7,94.0,56.5,19.0,55,10,0,2.0,Literature & Writing,2,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,True,False,1
169.02,6.01,6.01,6.01,20,4,6,20.0,Literature & Writing,1,Literacy & Language,rural,Grades 6-8,Other,highest poverty,False,False,1
210.88,12.72,6.23,2.84,30,1,0,49.0,Literacy,3,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,True,False,0
444.0,179.98,179.98,179.98,30,10,5,2.0,Special Needs,1,Special Needs,rural,Grades 9-12,Technology,highest poverty,False,False,1
256.0,79.95,67.2,41.7,24,3,2,3.0,Literacy,3,Literacy & Language,suburban,Grades 6-8,Supplies,highest poverty,False,False,0
260.0,59.95,31.86666667,6.9,30,10,4,8.0,Health & Life Science,6,Math & Science,urban,Grades 6-8,Supplies,highest poverty,False,False,1
379.63,270.87,156.785,42.7,24,12,5,2.0,Performing Arts,2,Music & The Arts,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
257.48,112.06,112.06,112.06,420,9,1,2.0,Other,1,Health & Sports,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
387.0,69.99,50.99,31.99,300,5,1,5.0,Foreign Languages,2,Literacy & Language,suburban,Grades 6-8,Technology,low poverty,False,False,1
138.46,49.99,33.97666667,1.95,50,12,3,3.0,Music,2,Music & The Arts,rural,Grades 9-12,Supplies,highest poverty,False,False,1
143.38,42.95,12.355,2.84,23,12,4,9.0,Other,7,Health & Sports,urban,Grades 6-8,Supplies,highest poverty,True,False,1
182.45,89.0,16.87125,3.59,20,11,4,9.0,Social Sciences,8,History & Civics,suburban,Grades PreK-2,Other,moderate poverty,False,False,1
335.37,95.0,33.42888889,11.01,75,4,1,9.0,Character Education,9,Health & Sports,suburban,Grades PreK-2,Supplies,moderate poverty,False,False,1
154.86,36.51,20.50166667,12.71,28,11,3,6.0,Literacy,6,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,True,False,1
163.65,11.99,11.985,11.98,30,1,6,10.0,Literacy,2,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,0
876.99,799.99,799.99,799.99,20,1,2,1.0,Literature & Writing,1,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,True,0
366.14,296.99,296.99,296.99,48,1,2,1.0,Other,1,Health & Sports,suburban,Grades 9-12,Technology,moderate poverty,False,False,0
655.77,159.99,55.958,29.95,20,3,2,7.0,College & Career Prep,5,Health & Sports,urban,Grades 6-8,Technology,highest poverty,False,False,0
182.7,42.99,25.07333333,12.99,80,2,2,6.0,Performing Arts,4,Music & The Arts,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
182.2,29.99,29.99,29.99,100,5,1,5.0,Music,1,Music & The Arts,urban,Grades 6-8,Other,highest poverty,False,False,1
397.0,329.99,329.99,329.99,80,6,1,1.0,College & Career Prep,1,Health & Sports,suburban,Grades 9-12,Technology,highest poverty,False,False,1
193.76,20.99,4.153142857,0.01,30,9,0,37.0,Literacy,35,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,True,False,1
247.54,129.95,35.554,2.99,125,12,6,13.0,Mathematics,5,Math & Science,urban,Grades PreK-2,Supplies,highest poverty,True,False,1
258.07,7.49,7.49,7.49,30,3,6,30.0,Music,1,Music & The Arts,suburban,Grades 6-8,Other,highest poverty,False,False,1
540.0,441.15,441.15,441.15,419,4,5,1.0,Environmental Science,1,Math & Science,urban,Grades 6-8,Supplies,highest poverty,False,False,0
454.91,89.99,52.32333333,12.99,60,10,3,12.0,Visual Arts,4,Music & The Arts,suburban,Grades 6-8,Technology,moderate poverty,False,False,1
480.36,13.79,7.069180328,1.89,60,7,3,65.0,Literacy,60,Literacy & Language,urban,Grades 9-12,Other,highest poverty,True,False,1
742.82,104.95,36.73470588,12.4,25,10,3,17.0,Mathematics,17,Math & Science,urban,Grades PreK-2,Other,highest poverty,False,False,1
1158.49,1099.99,1099.99,1099.99,25,8,5,1.0,Mathematics,1,Math & Science,urban,Grades 9-12,Technology,moderate poverty,True,False,1
310.0,52.73,29.62428571,9.26,28,1,0,9.0,Environmental Science,7,Math & Science,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
428.0,3.59,3.5775,3.55,20,8,0,96.0,ESL,16,Literacy & Language,suburban,Grades PreK-2,Other,moderate poverty,False,False,0
512.0,134.99,83.596,29.99,16,3,6,5.0,Literacy,5,Literacy & Language,suburban,Grades PreK-2,Supplies,moderate poverty,False,False,0
283.65,124.95,124.95,124.95,15,9,6,2.0,Literacy,1,Literacy & Language,suburban,Grades 6-8,Other,low poverty,False,False,1
841.54,399.99,159.91,91.79,200,9,4,5.0,Other,5,Health & Sports,rural,Grades 9-12,Technology,highest poverty,False,False,1
546.03,329.0,127.1,29.95,28,10,2,4.0,Literacy,4,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,True,False,0
262.71,26.99,26.99,26.99,75,8,5,8.0,Character Education,1,Math & Science,suburban,Grades 6-8,Technology,highest poverty,False,False,1
490.0,399.45,399.45,399.45,145,4,4,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,0
367.61,30.52,30.52,30.52,120,12,3,10.0,History & Geography,1,History & Civics,suburban,Grades 9-12,Other,moderate poverty,False,False,1
460.0,5.67,5.67,5.67,66,10,0,66.0,History & Geography,1,History & Civics,urban,Grades 6-8,Other,highest poverty,True,False,1
200.16,4.79,4.79,4.79,30,8,3,35.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Other,moderate poverty,False,False,1
549.49,499.99,499.99,499.99,198,10,5,1.0,History & Geography,1,History & Civics,urban,Grades 9-12,Technology,highest poverty,False,False,0
547.26,74.76,19.31538462,3.13,45,10,5,22.0,Health & Wellness,13,Health & Sports,urban,Grades 6-8,Supplies,highest poverty,False,False,0
834.46,349.0,92.2125,39.95,600,3,5,9.0,Literacy,8,Literacy & Language,suburban,Grades 6-8,Other,moderate poverty,False,False,0
369.0,14.87,14.87,14.87,30,4,3,20.0,Mathematics,1,Math & Science,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
509.0,414.99,414.99,414.99,16,3,6,1.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Technology,moderate poverty,False,False,0
607.01,199.0,94.74666667,11.99,24,12,1,6.0,Literacy,6,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
152.73,19.99,15.115,12.99,28,12,1,8.0,Literacy,8,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,1
926.99,799.99,799.99,799.99,150,9,2,1.0,History & Geography,1,History & Civics,urban,Grades 9-12,Technology,highest poverty,True,False,1
197.39,159.99,159.99,159.99,8,5,5,1.0,Music,1,Music & The Arts,rural,Grades 9-12,Supplies,highest poverty,False,False,1
154.0,32.85,28.8,24.75,30,4,5,4.0,Character Education,2,Math & Science,urban,Grades PreK-2,Other,highest poverty,False,False,1
300.69,199.99,104.99,9.99,800,12,0,6.0,Character Education,2,Health & Sports,suburban,Grades PreK-2,Technology,low poverty,False,False,1
414.38,345.0,345.0,345.0,7,9,2,1.0,Special Needs,1,Special Needs,suburban,Grades PreK-2,Other,low poverty,False,False,0
332.0,62.34,20.41615385,6.1,100,4,2,13.0,Social Sciences,13,History & Civics,urban,Grades PreK-2,Other,highest poverty,False,False,1
339.41,296.99,296.99,296.99,185,11,3,1.0,Visual Arts,1,Music & The Arts,urban,Grades 9-12,Technology,highest poverty,False,True,1
414.0,126.72,29.6825,5.05,475,4,1,10.0,Literacy,8,Literacy & Language,rural,Grades 6-8,Supplies,moderate poverty,False,False,0
266.0,87.56,21.29,0.66,500,4,3,75.0,Visual Arts,5,Music & The Arts,urban,Grades 6-8,Supplies,highest poverty,False,False,1
466.0,99.5,54.10714286,19.95,22,4,0,7.0,Mathematics,7,Math & Science,rural,Grades 6-8,Supplies,highest poverty,False,False,0
306.0,121.95,46.582,3.99,150,10,5,7.0,Literacy,5,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
277.56,179.0,81.3,14.95,30,10,5,3.0,Early Development,3,Health & Sports,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
